No.,FAM,ROD,DRUH,LOKALITA,STATE/PROV,ZEME,CMP,DEN_POC,MES_POC,ROK_POC,DEN_KON,MES_KON,ROK_KON,POCET_M,POCET_F,POCET_TOT,BIOTOP,METRU_OD,METRU_DO,METODA_SB,LEG,COLL,DET,ROK,REV,ROK,ZDROJ,POZN.,N/S,E/W
23331,Silphidae,Thanatophilus,sinuatus,"Čermná nad Orlicí env., Nová Ves",Bohemia,Czech Republic,5962,22,9,2000,,,,3,1,4,vřesoviště,,,,Jaroslav Jelínek,Jaroslav Jelínek (Choceň),J. Růžička,2016,,,PC,,,
11187,Silphidae,Thanatophilus,sinuatus,Čejč,Moravia,Czech Republic,7067,2,6,2001,,,,1,,1,,,,,A. Holub,A. Holub,J. Růžička,2002,,,Sil5,,,
11243,Silphidae,Thanatophilus,sinuatus,Žďár nad Metují,Bohemia,Czech Republic,5463,30,4,2001,,,,1,,1,,,,,Z. Vancl, Z. Vancl,J. Růžička,2003,,,Sil5,,,
12274,Silphidae,Thanatophilus,sinuatus,Jaroslavice,Moravia,Czech Republic,7263,7,5,2001,,,,1,,1,,,,,Z. Vancl,Z. Vancl,J. Růžička,2003,,,Sil7,,,
12287,Silphidae,Thanatophilus,sinuatus,Podyjí National Park-Šobes,Moravia,Czech Republic,,15,8,2001,,,,,1,1,,,,,O. Meixnerová,P. Komzák,J. Růžička,2003,,,Sil7,,,
11244,Silphidae,Thanatophilus,sinuatus,Bělý-Písčitý důl,Bohemia,Czech Republic,5463,14,9,2002,,,,1,,1,,,,flight interception trap,Z. Vancl,Z. Vancl,J. Růžička,2003,,,Sil5,,,
12288,Silphidae,Thanatophilus,sinuatus,Mašovice-Mašovická střelnice Natural Monument,Moravia,Czech Republic,7161,29,6,2002,,,,1,,1,,,,,P. Komzák,P. Komzák,J. Růžička,2003,,,Sil7,,,
12294,Silphidae,Thanatophilus,sinuatus,"České středohoří Mts.-Obřice env., Vršetín Hill",Bohemia,Czech Republic,5549,11,4,2002,,,,1,,1,,,,,P. Moravec,P. Moravec,J. Růžička,2004,,,Sil7,,,
12292,Silphidae,Thanatophilus,sinuatus,Hevlín-Trávní dvůr South,Moravia,Czech Republic,7264,23,4,2003,,,,1,,1,,,,,A. Reiter,Jihomoravské muzeum ve Znojmě,J. Růžička,2004,,,Sil7,,,
13490,Silphidae,Thanatophilus,sinuatus,Čejč,Moravia,Czech Republic,7067,26,4,2003,,,,,1,1,,,,,K. Resl,K. Resl,J. Růžička,2005,,,Sil8,,,
13516,Silphidae,Thanatophilus,sinuatus,"Šluknov env., Rožanov",Bohemia,Czech Republic,,3,5,2003,,,,,1,1,quarry,,,,Z. Lust,Z. Lust,J. Růžička,2005,,,Sil8,,,
13517,Silphidae,Thanatophilus,sinuatus,"Šluknov env., Rožanov",Bohemia,Czech Republic,,24,5,2003,,,,1,,1,quarry,,,,Z. Lust,Z. Lust,J. Růžička,2005,,,Sil8,,,
13518,Silphidae,Thanatophilus,sinuatus,"Šluknov env., Rožanov",Bohemia,Czech Republic,,4,5,2003,,,,1,,1,quarry,,,,Z. Lust,Z. Lust,J. Růžička,2005,,,Sil8,,,
13520,Silphidae,Thanatophilus,sinuatus,"Šluknov env., Rožanov",Bohemia,Czech Republic,,21,5,2003,,,,,1,1,quarry,,,,Z. Lust,Z. Lust,J. Růžička,2005,,,Sil8,,,
12297,Silphidae,Thanatophilus,sinuatus,"Čížov env., Hradecká stráň",Moravia,Czech Republic,7161,17,6,2004,,,,1,,1,,,,,A. Reiter,Jihomoravské muzeum ve Znojmě,J. Háva,2004,J. Růžička,2004,Sil7,,,
13529,Silphidae,Thanatophilus,sinuatus,Slovenské Beskydy Mts. Velký Stožek Mt.,Moravia,Czech Republic,6378,31,5,2004,,,,,1,1,,,,,R. Szopa,R. Szopa,J. Růžička,2006,,,Sil8,,,
23332,Silphidae,Thanatophilus,sinuatus,Uherčice,Moravia,Czech Republic,7065,7,5,2004,,,,,1,1,,,,,Jaroslav Jelínek,Jaroslav Jelínek (Choceň),J. Růžička,2016,,,PC,,,
24237,Silphidae,Thanatophilus,sinuatus,"Pavlovice env., Pavlovická stráň Nature Reserve",Bohemia,Czech Republic,6142,3,10,2004,,,,,1,1,,,,,S. Benedikt,V. Benedikt (Plzeň),J. Růžička,2016,,,PC,,,
24156,Silphidae,Thanatophilus,sinuatus,"Čejkovice env., Špidláky Nature Monument",Moravia,Czech Republic,7067,22,8,2004,,,,2,,2,,220,,,L. Mencl,L. Mencl (Týnec nad Labem),J. Růžička,2016,,,PC,,,
12298,Silphidae,Thanatophilus,sinuatus,Litovel-Víska,Moravia,Czech Republic,6368,12,8,2004,,,,1,2,3,cadaver Gallus gallus,,,,O. Nakládal,O. Nakládal ,J. Růžička,2005,,,Sil7,,,
12296,Silphidae,Thanatophilus,sinuatus,"Pardubice env., Veska env.",Bohemia,Czech Republic,5960,4,9,2004,,,,1,3,4,,,,,R. Udržal,R. Udržal,J. Růžička,2004,,,Sil7,,,
13499,Silphidae,Thanatophilus,sinuatus,"Krhovice env., Vraní vrch",Moravia,Czech Republic,7163,5,5,2005,,,,1,,1,,,,,A. Reiter,Jihomoravské muzeum ve Znojmě,J. Růžička,2005,,,Sil8,,,
13525,Silphidae,Thanatophilus,sinuatus,Hanice-Horecký kopec Hill,Moravia,Czech Republic,7261,24,5,2005,,,,1,,1,,,,,A. Reiter,Jihomoravské muzeum ve Znojmě,J. Růžička,2005,,,Sil8,,,
24236,Silphidae,Thanatophilus,sinuatus,"Krumvíř env., Louky pod Krumštátem",Moravia,Czech Republic,7067,16,5,2005,,,,,1,1,,,,,V. Benedikt,V. Benedikt (Plzeň),J. Růžička,2016,,,PC,,,
21854,Silphidae,Thanatophilus,sinuatus,"České středohoří Mts., Libouchec env.",Bohemia,Czech Republic,5250,20,5,2006,,,,1,,1,,,,,P. Moravec,P. Moravec (Litoměřice),J. Růžička,2014,,,PC,,,
14396,,Thanatophilus,sinuatus,"Pavlice, Pavlické louky",Moravia,Czech Republic,7061a,25,4,2007,,,,,1,1,,,,,A. Reiter,Jihomoravské muzeum ve Znojmě,J. Růžička,2008,,,PC,,,
14982,,Thanatophilus,sinuatus,Sedlčany-Hrazeny,Bohemia,Czech Republic,6252,19,5,2007,,,,1,,1,,,,,A. Trmal,A. Trmal (Sedlčany),J. Růžička,2008,,,PC,,,
14914,,Thanatophilus,sinuatus,"Vrbovec, Vrbovecký rybník",Moravia,Czech Republic,7262b,15,8,2008,,,,,1,1,,,,,A. Reiter,Jihomoravské muzeum ve Znojmě,J. Růžička,2008,,,PC,,,
20571,Silphidae,Thanatophilus,sinuatus,Žrůtky,Moravia,Czech Republic,7061,5,5,2008,,,,,1,1,quarry,,,,A. Reiter,Jihomoravské muzeum ve Znojmě,J. Růžička,2012,,,PC,,,
22845,Silphidae,Thanatophilus,sinuatus,Břeclav-Pohansko,Moravia,Czech Republic,,16,7,2008,,,,1,,1,,,,,R. Fornůsek,D. Sommer (Sušice),J. Růžička,2015,,,PC,,,
24239,Silphidae,Thanatophilus,sinuatus,Říp Hill,Bohemia,Czech Republic,5651,30,9,2008,,,,,1,1,,,,pitfall traps,P. Marhoul,V. Benedikt (Plzeň),J. Růžička,2016,,,PC,,,
24238,Silphidae,Thanatophilus,sinuatus,Kamenec,Bohemia,Czech Republic,6147,29,8,2008,,,,1,1,2,,,,,V. Benedikt jr.,V. Benedikt (Plzeň),J. Růžička,2016,,,PC,,,
18214,Silphidae,Thanatophilus,sinuatus,"Kutná Hora env., 1.7 km SE of Mezholezy",Bohemia,Czech Republic,6057,18,5,2009,,,,,1,1,"carrion of Lepus europaeus, sand pit, groove/meadow ecotone",,,,J. Farkač,J. Růžička,J. Růžička,2009,,,PC,49°55.48'N 015°12.67'E,,
18221,Silphidae,Thanatophilus,sinuatus,"Kutná Hora env., 1.7 km SE of Mezholezy",Bohemia,Czech Republic,6057,18,5,2009,,,,,5,5,"carrion of Lepus europaeus, sand pit, groove/meadow ecotone",,,,J. Farkač,J. Růžička,J. Růžička,2009,,,PC,49°55.48'N 015°12.67'E,,
22019,Silphidae,Thanatophilus,sinuatus,"Bylnice env., Na Stráži hill",Moravia,Czech Republic,6974,26,4,2010,,,,1,,1,,,,,O. Konvička,O. Konvička (Zlín),J. Růžička,2014,,,PC,,,
20090,Silphidae,Thanatophilus,sinuatus,"Kladská env., Mýtský rybník pond",Bohemia,Czech Republic,5942,14,8,2011,,,,,1,1,meadows,820,,,S. Benedikt,V. Benedikt (Plzeň),J. Růžička,2011,,,PC,reduced ribs on elytra,,
24241,Silphidae,Thanatophilus,sinuatus,"Mnichov env., Pluhův bor Reserve ",Bohemia,Czech Republic,5942,7,5,2011,,,,,1,1,,700,,,S. Benedikt,V. Benedikt (Plzeň),J. Růžička,2016,,,PC,,,
22763,Silphidae,Thanatophilus,sinuatus,"Nebřeziny, Kaňon Střely",Bohemia,Czech Republic,6046,9,5,2011,,,,3,,3,on Meles,,,,M. Ouda,M. Ouda (Plasy),J. Růžička,2015,,,PC,,,
20570,Silphidae,Thanatophilus,sinuatus,"Šatov env., Peklo",Moravia,Czech Republic,7262a,10,5,2012,,,,,1,1,,,,,A. Reiter,Jihomoravské muzeum ve Znojmě,J. Růžička,2012,,,PC,,,
24393,Silphidae,Thanatophilus,sinuatus,"Hvozd env., Taramka Nature Monument",Bohemia,Czech Republic,6367,5,7,2012,,,,1,,1,,,,,D. Benda,O. Kouklík (Praha),P. Jakubec,2016,,,PC,,,
22332,Silphidae,Thanatophilus,sinuatus,"České Budějovice env., Nová Ves",Bohemia,Czech Republic,7053,18,7,2013,,,,1,,1,,,,,M. Snížek,M. Snížek (České Budějovice),J. Růžička,2014,,,PC,,,
22569,Silphidae,Thanatophilus,sinuatus,"Běstvina, Pařížov dam ",Bohemia,Czech Republic,6159,3,7,2013,,,,1,,1,,,,pitfall trap,J. Pražák,J. Pražák (Hradec Králové),J. Růžička,2014,,,PC,49°49'49ʺN 15°34'20ʺE,,
23693,Silphidae,Thanatophilus,sinuatus,"Český Krumlov, Slupenec",Bohemia,Czech Republic,,3,9,2014,,,,1,,1,,,,,M. Snížek,M. Snížek (České Budějovice),J. Růžička,2016,,,PC,,,
22696,Silphidae,Thanatophilus,sinuatus,"Božice, 1 km W of railway station ",Moravia,Czech Republic,7163,7,5,2014,,,,1,1,2,sandpit,,,baited pitfall traps,A. Reiter,Jihomoravské muzeum ve Znojmě,J. Růžička,2015,,,PC,,,
23694,Silphidae,Thanatophilus,sinuatus,"České Budějovice, Komařice env.",Bohemia,Czech Republic,,6,8,2014,,,,,2,2,,,,,M. Snížek,M. Snížek (České Budějovice),J. Růžička,2016,,,PC,,,
24566,Silphidae,Thanatophilus,sinuatus,"Nové Hrady env., Horní Stropnice-Svébohy",Bohemia,Czech Republic,,22,7,2016,,,,1,1,2,,,,,M. Snížek,J. Růžička (Praha),J. Růžička,2016,,,PC,,,
24565,Silphidae,Thanatophilus,sinuatus,"Nové Hrady env., Horní Stropnice-Svébohy",Bohemia,Czech Republic,,22,7,2016,,,,2,2,4,,,,,M. Snížek,M. Snížek (České Budějovice),J. Růžička,2016,,,PC,,,
7031,Silphidae,Thanatophilus,sinuatus,Zlín env.,Moravia,Czech Republic,,NA,NA,NA,,,,,1,1,,,,,coll. Balthasar,Muzeum východních Čech v Hradci Králové,J. Růžička,1992,,,Sil1,,,
7037,Silphidae,Thanatophilus,sinuatus,Králíky,Bohemia,Czech Republic,,NA,NA,NA,,,,1,,1,,,,,Pavlů,Muzeum východních Čech v Hradci Králové,J. Růžička,1992,,,Sil1,,,
7040,Silphidae,Thanatophilus,sinuatus,Kdyně,Bohemia,Czech Republic,,NA,NA,NA,,,,1,,1,,,,,J. Šlais,Muzeum východních Čech v Hradci Králové,J. Růžička,1992,,,Sil1,teneral,,
7050,Silphidae,Thanatophilus,sinuatus,Chuchel,Bohemia,Czech Republic,,NA,NA,NA,,,,,1,1,,,,,Zeman,Muzeum východních Čech v Hradci Králové,J. Růžička,1992,,,Sil1,,,
7057,Silphidae,Thanatophilus,sinuatus,Třebíč,Moravia,Czech Republic,6761,NA,NA,NA,,,,1,,1,,,,,A. Růžička,coll. J. Volák in Muzeum východních Čech v Hradci Králové,J. Růžička,1992,,,Sil1,,,
7061,Silphidae,Thanatophilus,sinuatus,Drahanská vrchovina Highland,Moravia,Czech Republic,,NA,NA,NA,,,,1,,1,,,,,J. Volák,coll. J. Volák in Muzeum východních Čech v Hradci Králové,J. Růžička,1992,,,Sil1,4,,
7066,Silphidae,Thanatophilus,sinuatus,Chrudim,Bohemia,Czech Republic,,NA,NA,NA,,,,1,,1,,,,,A. Růžička,coll. J. Volák in Muzeum východních Čech v Hradci Králové,J. Růžička,1992,,,Sil1,,,
7075,Silphidae,Thanatophilus,sinuatus,Slavkov u Brna,Moravia,Czech Republic,,NA,NA,NA,,,,,1,1,,,,,Volák,coll. J. Volák in Muzeum východních Čech v Hradci Králové,J. Růžička,1992,,,Sil1,,,
7087,Silphidae,Thanatophilus,sinuatus,Mimoň,Bohemia,Czech Republic,5354,NA,NA,NA,,,,,1,1,,,,,K. Mikvas,Vlastivědné muzeum v České Lípě,J. Růžička,1992,,,Sil1,teneral,,
7992,Silphidae,Thanatophilus,sinuatus,Soběchleb,Moravia,Czech Republic,,NA,NA,NA,,,,1,,1,,,,,-,coll. Nekolný in Moravské zemské muzeum Brno,J. Růžička,1993,,,Sil1,,,
7993,Silphidae,Thanatophilus,sinuatus,Hartmanitz [Hartmanice],Bohemia,Czech Republic,,NA,NA,NA,,,,1,,1,,,,,-,coll. Nekolný in Moravské zemské muzeum Brno,J. Růžička,1993,,,Sil1,,,
7994,Silphidae,Thanatophilus,sinuatus,"B[runn env.,] Lodenitz [?Loděnice u Moravského Krumlova]",Moravia,Czech Republic,,NA,NA,NA,,,,,1,1,,,,,-,coll. Nekolný in Moravské zemské muzeum Brno,J. Růžička,1993,,,Sil1,,,
8214,Silphidae,Thanatophilus,sinuatus,Kovářová,,Czech Republic,,NA,NA,NA,,,,1,,1,,,,,J. Fiala,coll. J. Fiala in Moravské zemské muzeum Brno,J. Růžička,1993,,,Sil1,,,
8215,Silphidae,Thanatophilus,sinuatus,Brno,Moravia,Czech Republic,,NA,NA,NA,,,,,1,1,,,,,J. Fiala,coll. J. Fiala in Moravské zemské muzeum Brno,J. Růžička,1993,,,Sil1,,,
8216,Silphidae,Thanatophilus,sinuatus,Rataje,,Czech Republic,,NA,NA,NA,,,,,1,1,,,,,J. Fiala,coll. J. Fiala in Moravské zemské muzeum Brno,J. Růžička,1993,,,Sil1,,,
9114,Silphidae,Thanatophilus,sinuatus,Žabovřesky,Moravia,Czech Republic,6765,NA,NA,NA,,,,,1,1,,,,,-,coll. E. Jagemann Moravské zemské muzeum Brno,J. Růžička,1996,,,Sil1,,,
11194,Silphidae,Thanatophilus,sinuatus,Praha 6-Šárka,Bohemia,Czech Republic,,NA,NA,NA,,,,1,,1,,,,,Táborský,O. Hovorka,J. Růžička,2002,,,Sil5,ex coll. Pecina,,
7033,Silphidae,Thanatophilus,sinuatus,"Hradec Králové env., Stéblová",Bohemia,Czech Republic,,NA,NA,NA,,,,2,,2,,,,,Balthasar,Muzeum východních Čech v Hradci Králové,J. Růžička,1992,,,Sil1,,,
7034,Silphidae,Thanatophilus,sinuatus,"Brno env., Hády Hill",Moravia,Czech Republic,,NA,NA,NA,,,,2,,2,,,,,Stejskal,Muzeum východních Čech v Hradci Králové,J. Růžička,1992,,,Sil1,,,
7734,Silphidae,Thanatophilus,sinuatus,Bílovice nad Svitavou,Moravia,Czech Republic,,NA,NA,NA,,,,1,1,2,,,,,J. Gron,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7032,Silphidae,Thanatophilus,sinuatus,Babice,Moravia,Czech Republic,,NA,NA,NA,,,,9,2,11,,,,,coll. Balthasar,Muzeum východních Čech v Hradci Králové,J. Růžička,1992,,,Sil1,,,
8209,Silphidae,Thanatophilus,sinuatus,Passanaury,,Georgia,,1,7,1957,31,7,1957,,1,1,,,,,A. Olexa,A. Olexa,J. Růžička,1993,,,Sil1,,,
13506,Silphidae,Thanatophilus,sinuatus,"Tbilisi env., Kumisi",,Georgia,,3,6,1987,24,6,1987,2,1,3,,,,,D. Wrase & M. Schülke,"Museum für Naturkunde, Berlin",J. Růžička,2005,,,Sil8,,,
8021,Silphidae,Thanatophilus,sinuatus,Bakuriani,,Georgia,,5,6,1987,,,,1,,1,,,,,Z. Kačenka,Z. Kačenka,J. Růžička,1994,,,Sil1,Rous det. 1978,,
8027,Silphidae,Thanatophilus,sinuatus,Chalkidiki Peninsula-Stavros,,Greece,,1,6,1993,11,6,1993,,1,1,,,,,P. Vonička,P. Vonička,J. Růžička,1995,,,Sil1,,,
14549,,Thanatophilus,sinuatus,"Kavala prov., 8 km E Kavala, Chalkero env.",,Greece,,25,4,2007,,,,1,,1,pasture,ca. 70,,,J. Hájek,"Národní Muzeum, Praha",J. Růžička,2008,,,PC,"40o58.3N, 24o28.2E",,
18716,Silphidae,Thanatophilus,sinuatus,Hortobági puszta,,Greece,,14,4,2007,,,,2,1,3,,,,,K. Orszulik,K. Orszulik (Frýdek-Místek),J. Růžička,2009,,,PC,,,
18713,Silphidae,Thanatophilus,sinuatus,"Igumenitsa env., Karteri",,Greece,,12,6,2008,,,,,1,1,,,,,K. Orszulik,K. Orszulik (Frýdek-Místek),J. Růžička,2009,,,PC,,,
13509,Silphidae,Thanatophilus,sinuatus,Budapest-Wachsmann,,Hungary,,1,1,1911,31,12,1911,1,,1,,,,,R. Meusel,"Museum für Naturkunde, Berlin",J. Růžička,2005,,,Sil8,,,
7974,Silphidae,Thanatophilus,sinuatus,Debrecen,,Hungary,,1,4,1966,30,4,1966,1,1,2,,,,,-,coll. I. Grulich in Moravské zemské muzeum Brno,J. Růžička,1993,,,Sil1,,,
16557,Silphidae,Thanatophilus,sinuatus,Balatonföldvár,,Hungary,,26,6,1970,7,7,1970,,1,1,,,,,V. Kalík,J. Růžička,J. Růžička,1986,,,Sil9,,,
8199,Silphidae,Thanatophilus,sinuatus,Dabas,,Hungary,,2,5,1975,,,,1,,1,,,,,Bouma,Vlastivědné muzeum v České Lípě,J. Růžička,1992,,,Sil1,,,
23739,Silphidae,Thanatophilus,sinuatus,Dasht-e Naz Airport,,Iran,,12,5,1972,,,,1,,1,,,,,H. Bytinski-Salz,"Zoological Museum, Tel Aviv University",J. Růžička,2016,,,PC,,,
11160,Silphidae,Thanatophilus,sinuatus,Trieste-Boschetto,Trieste,Italy,,1,6,1913,30,6,1913,11,4,15,,,,,E. Prettner,"Prirodoslovni muzej Slovenije, Ljubljana",J. Růžička,1996,,,Sil5,11/4,,
11161,Silphidae,Thanatophilus,sinuatus,Crepeliano,Bologna,Italy,,1,7,1924,31,7,1924,3,1,4,,,,,-,"Prirodoslovni muzej Slovenije, Ljubljana",J. Růžička,1996,,,Sil5,,,
9109,Silphidae,Thanatophilus,sinuatus,Tivoli,,Italy,,2,6,1988,,,,,1,1,,,,,R. Nerger,R. Nerger,J. Růžička,1995,,,Sil1,,,
14836,,Thanatophilus,sinuatus,"Marche region, 10 km SE Pessaro, Fano town",,Italy,,5,6,2005,,,,1,,1,,,,,F. Houška,F. Houška,J. Růžička,2008,,,PC,,,
9116,Silphidae,Thanatophilus,sinuatus,"Kobe-Suma env., Ichinotani",,Japan,,5,6,1932,,,,1,,1,,,,,-,coll. E. Jagemann Moravské zemské muzeum Brno,J. Růžička,1996,,,Sil1,T. auropilosus,,
9117,Silphidae,Thanatophilus,sinuatus,"Kobe-Suma env., Ichinotani",,Japan,,12,6,1932,,,,,1,1,,,,,-,coll. E. Jagemann Moravské zemské muzeum Brno,J. Růžička,1996,,,Sil1,T. auropilosus,,
13514,Silphidae,Thanatophilus,sinuatus,SE-Tekes Valley-Narynkol,,Kazakhstan,,8,6,1992,12,6,1992,1,,1,,,,,S. Kasantsev,Naturhistorisches Museum Basel,J. Růžička,2005,,,Sil8,,,
12295,Silphidae,Thanatophilus,sinuatus,Alma Ata [Almaty],,Kazakhstan,,8,5,1992,,,,1,,1,,,,,-,J. Schneider,J. Růžička,2004,,,Sil7,teneral,,
9087,Silphidae,Thanatophilus,sinuatus,Karačaganak,,Kazakhstan,,4,7,1994,,,,,1,1,,,,,-,M. Mantič,J. Růžička,1995,,,Sil1,,,
11185,Silphidae,Thanatophilus,sinuatus,Kirghizsky Mts. Ridge-Tshon - Azyk,,Kyrgyzstan,,1,6,1999,30,6,1999,,1,1,,900,,,V. Gurko,M. Snížek,J. Růžička,2001,,,Sil5,,,
7723,Silphidae,Thanatophilus,sinuatus,Macedonie,,Macedonia,,1,6,1929,30,6,1929,2,1,3,,,,,S. Berg,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
11223,Silphidae,Thanatophilus,sinuatus,Ulaanbaatar,,Mongolia,,20,6,1965,24,7,1965,1,,1,,,,,J. Rubner,Moravské zemské muzeum Brno,J. Růžička,2002,,,Sil5,,,
12299,Silphidae,Thanatophilus,sinuatus,20 km E of Terelz-60 km NE of Ulaanbaatar-[Terelzh] Gorkhi Terelj National Park-Tuul River Valley,,Mongolia,,14,7,2003,20,7,2003,2,1,3,,1200,1400,,Z. Jindra,Z. Jindra,J. Schneider,2004,,,Sil7,,,
11224,Silphidae,Thanatophilus,sinuatus,"Ulaanbaatar env., Zajsan",,Mongolia,,23,7,1965,,,,1,,1,,,,,J. Rubner,Moravské zemské muzeum Brno,J. Růžička,2002,,,Sil5,12,,
11163,Silphidae,Thanatophilus,sinuatus,Komarnica,,Montenegro,,23,8,1955,,,,1,1,2,,,,,E. Prettner,"Prirodoslovni muzej Slovenije, Ljubljana",J. Růžička,1996,,,Sil5,,,
11182,Silphidae,Thanatophilus,sinuatus,Midelt env.,,Morocco,,5,6,1999,10,6,1999,,1,1,,,,,I. Smatana,I. Smatana,J. Růžička,2001,,,Sil5,,32°42´N, 4°44´W
8213,Silphidae,Thanatophilus,sinuatus,Fes env.,,Morocco,,1,5,1991,,,,1,1,2,,0,,,A. Olexa,A. Olexa,J. Růžička,1993,,,Sil1,,,
9086,Silphidae,Thanatophilus,sinuatus,"Martil env., Tetovan",,Morocco,,1,6,1994,,,,1,,1,,,,,M. Mantič,M. Mantič,J. Růžička,1995,,,Sil1,,,
11178,Silphidae,Thanatophilus,sinuatus,Central Atlas Mts.-Azrou,,Morocco,,1,6,1999,,,,1,,1,,1400,,,J. Mašek,J. Růžička,J. Růžička,1999,,,Sil5,,,
18714,Silphidae,Thanatophilus,sinuatus,"Taza env., Bab-Taka",,Morocco,,10,5,2008,,,,,1,1,,,,,K. Orszulik,K. Orszulik (Frýdek-Místek),J. Růžička,2009,,,PC,,,
18715,Silphidae,Thanatophilus,sinuatus,"Tetouan env., Nakla",,Morocco,,29,4,2008,,,,,1,1,,,,,K. Orszulik,K. Orszulik (Frýdek-Místek),J. Růžička,2009,,,PC,,,
13510,Silphidae,Thanatophilus,sinuatus,"Rotterdam env., Costudorne",,Netherland,,10,5,1987,,,,,2,2,,,,,F. Hieke,"Museum für Naturkunde, Berlin",J. Růžička,2005,,,Sil8,,,
13493,Silphidae,Thanatophilus,sinuatus,"Drohiczyn env., Bug Riverbank",,Poland,,22,5,2004,,,,1,,1,riverbank,,,,L. Koloničný,L. Koloničný,J. Růžička,2005,,,Sil8,,,
13494,Silphidae,Thanatophilus,sinuatus,"Kózki env., Bug Riverbank",,Poland,,21,5,2004,,,,1,,1,riverbank,,,,J. Stanovský,J. Stanovský,J. Růžička,2005,,,Sil8,,52°21´N,22°23´E
13495,Silphidae,Thanatophilus,sinuatus,"Sarnaki env., Bug River ",,Poland,,21,5,2004,,,,1,,1,,,,,K. Orszulik,"K. Orszulik, Frýdek-Místek",J. Růžička,2005,,,Sil8,,,
13496,Silphidae,Thanatophilus,sinuatus,"Tarnow env., Wojnicz-Dunajec River",,Poland,,22,5,2004,,,,1,,1,,,,,K. Orszulik,"K. Orszulik, Frýdek-Místek",J. Růžička,2005,,,Sil8,,,
19351,Silphidae,Thanatophilus,sinuatus,"Puszta Bialowieska, Grudki",,Poland,,1,5,2009,,,,,1,1,,,,,K. Orszulik,J. Růžička,J. Růžička,2010,,,PC,,,
19350,Silphidae,Thanatophilus,sinuatus,"Puszta Bialowieska, Grudki",,Poland,,1,5,2009,,,,,4,4,,,,,K. Orszulik,K. Orszulik (Frýdek-Místek),J. Růžička,2010,,,PC,,,
13498,Silphidae,Thanatophilus,sinuatus,Faro Region-Goesribeira do Vasco,,Portugal,,7,3,2004,,,,,1,1,,,,,M. Mantič, J. Růžička,J. Růžička,2005,,,Sil8,,,
13497,Silphidae,Thanatophilus,sinuatus,Faro Region-Goesribeira do Vasco,,Portugal,,7,3,2004,,,,1,1,2,,,,,M. Mantič,M. Mantič,J. Růžička,2005,,,Sil8,,,
11240,Silphidae,Thanatophilus,sinuatus,Babadag,,Romania,,1,5,1987,31,5,1987,1,,1,,,,,Z. Louda,A. Hamet,M. Trýzna ,-,J. Růžička,2003,Sil5,,,
