No.,FAM,ROD,DRUH,LOKALITA,STATE/PROV,ZEME,CMP,DEN_POC,MES_POC,ROK_POC,DEN_KON,MES_KON,ROK_KON,POCET_M,POCET_F,POCET_TOT,BIOTOP,METRU_OD,METRU_DO,METODA_SB,LEG,COLL,DET,ROK,REV,ROK,ZDROJ,POZN.,N/S,E/W
7699,Silphidae,Thanatophilus,sinuatus,Nadlac,,Romania,,7,4,1925,,,,,1,1,,,,,Roubal,"coll. J. Roubal in Slovenské národné múzeum, Bratislava",J. Růžička,1992,,,Sil1,,,
7713,Silphidae,Thanatophilus,sinuatus,Caucasus Mts.-Kislovodsk,Stavropol Region,Russia,,1,5,1912,31,5,1912,1,1,2,,,,,Roubal,"coll. J. Roubal in Slovenské národné múzeum, Bratislava",J. Růžička,1992,,,Sil1,,,
12277,Silphidae,Thanatophilus,sinuatus,"S Ural Mts.-Kargala env., 22km N of Orenburg",,Russia, ,1,1,1915,31,12,1915,1,,1,,,,,H. Grote,"Museum für Naturkunde, Berlin",J. Růžička,2003,,,Sil7,,,
12276,Silphidae,Thanatophilus,sinuatus,"S Ural Mts.-Kargala env., 22km N of Orenburg",,Russia,,1,1,1914,31,12,1917,1,2,3,,,,,H. Grote,J. Růžička,J. Růžička,2003,,,Sil7,,,
12275,Silphidae,Thanatophilus,sinuatus,"S Ural Mts.-Kargala env., 22km N of Orenburg",,Russia,,1,1,1914,31,12,1917,3,5,8,,,,,H. Grote,"Museum für Naturkunde, Berlin",J. Růžička,2003,,,Sil7,,,
12278,Silphidae,Thanatophilus,sinuatus,"S Ural Mts.-Kargala env., 22km N of Orenburg-Sakmara River Steppes",,Russia,,1,1,1916,31,12,1917,1,1,2,steppe,,,,H. Grote,"Museum für Naturkunde, Berlin",J. Růžička,2003,,,Sil7,,,
19568,Silphidae,Thanatophilus,sinuatus,Vysokiy Gorodok bl. Blagov. z. Uf.,,Russia,,3,6,1926,4,6,1926,,1,1,,,,,Vakulenko,Zool. Inst. St. Petersburg,J. Růžička,2009,,,PC,,,
10209,Silphidae,Thanatophilus,sinuatus,Bratsk,,Russia,,24,6,1989,28,6,1989,,1,1,,,,,J. Stanovský,J. Stanovský,J. Růžička,1991,,,Sil3,,,
10210,Silphidae,Thanatophilus,sinuatus,Bratsk,,Russia,,24,6,1989,28,6,1989,1,,1,,,,,J. Stanovský,J. Růžička,J. Růžička,1991,,,Sil3,,,
12310,Silphidae,Thanatophilus,sinuatus,Novokuzněck,,Russia,,1,8,1989,31,8,1989,1,1,2,,,,,M. Divišová,M. Trýzna,J. Růžička,2005,,,Sil7,,,
9119,Silphidae,Thanatophilus,sinuatus,Arsenev env.,Primorsky Krai,Russia,,27,5,1991,5,7,1991,1,,1,,,,,O. Šauša,J. Vávra,J. Růžička,1996,,,Sil1,,,
13512,Silphidae,Thanatophilus,sinuatus,Siberia E-Ussuriysk District-Kaymanovka,,Russia,,25,7,1992,28,7,1992,3,3,6,,,,,S. & K. Belobozodov,Naturhistorisches Museum Basel,J. Růžička,2005,,,Sil8,,,
11231,Silphidae,Thanatophilus,sinuatus,Sibiria-Barguzinskiy Khrebet Mts.-Bolschaya Tscheremchana Valley (Čeremšana),Republic of Buryatia,Russia, ,1,7,1992,31,7,1992,4,10,14,,460,,,M. Trýzna,M. Trýzna,J. Schneider,2002,,,Sil5,,,
13503,Silphidae,Thanatophilus,sinuatus,Sibiria-Barguzinskyi Khrebet Mts.-Bolšaja Čeremšana Hill,Republic of Buryatia,Russia,,1,7,1992,31,7,1992,3,11,14,,460,,,M. Trýzna,M. Trýzna,J. Růžička,2005,,,Sil8,,,
13526,Silphidae,Thanatophilus,sinuatus,S Ural Mts.-Sol Iletzkiy District-Ural River-Mukhranovo Village env.,Orenburg Oblast,Russia,,28,7,2003,8,8,2003,1,1,2,,,,,S. Vashchenko,J. Cooter,J. Růžička,2006,,,Sil8,,,
19569,Silphidae,Thanatophilus,sinuatus,"Turk. obl., oz.[ero] Chalkar",,Russia,,,7,1905,,,,,1,1,,,,,Piotrovskiy,Zool. Inst. St. Petersburg,J. Růžička,2009,,,PC,,,
22290,Silphidae,Thanatophilus,sinuatus,Abakansteppen,Siberia,Russia,,,,1914,,,,1,1,2,,,,,F. Jensen,J. Růžička (Praha),J. Růžička,2014,,,PC,,,
22291,Silphidae,Thanatophilus,sinuatus,Usti Abakansk,Siberia,Russia,,,,1914,,,,1,7,8,,,,,F. Jensen,Naturhistorisk Museum Oslo,J. Růžička,2014,,,PC,,,
22289,Silphidae,Thanatophilus,sinuatus,Abakansteppen,Siberia,Russia,,,,1914,,,,2,9,11,,,,,F. Jensen,Naturhistorisk Museum Oslo,J. Růžička,2014,,,PC,,,
13513,Silphidae,Thanatophilus,sinuatus,Siberia E-Khabarovsk District-Mangochtka env.,,Russia,,23,8,1989,,,,,1,1,,,,,Ochrimenko,Naturhistorisches Museum Basel,J. Růžička,2005,,,Sil8,,,
13505,Silphidae,Thanatophilus,sinuatus,Far East-Primorskiy Region-Pograničnyj env.,,Russia,,14,7,1993,,,,,2,2,,,,,M. Trýzna,M. Trýzna,J. Růžička,2005,,,Sil8,,,
11230,Silphidae,Thanatophilus,sinuatus,Lazo env.,Primorsky Krai,Russia, ,17,7,1993,,,,1,7,8,dark taiga,,,,M. Trýzna,M. Trýzna,J. Schneider,2002,,,Sil5,,,
13504,Silphidae,Thanatophilus,sinuatus,Far East-Primorskiy Region-Lazo env.,,Russia,,17,7,1993,,,,1,8,9,dark taiga,,,,M. Trýzna,M. Trýzna,J. Růžička,2005,,,Sil8,,,
11165,Silphidae,Thanatophilus,sinuatus,Syrmium [Syrmia]-Ruma,,Serbia,,1,8,1932,31,8,1932,,1,1,,,,,E. Prettner,"Prirodoslovni muzej Slovenije, Ljubljana",J. Růžička,1996,,,Sil5,,,
7069,Silphidae,Thanatophilus,sinuatus,Zlaté Moravce,,Slovakia,7676,1,8,1921,31,8,1921,1,,1,,,,,A. Růžička,coll. J. Volák in Muzeum východních Čech v Hradci Králové,J. Růžička,1992,,,Sil1,,,
7701,Silphidae,Thanatophilus,sinuatus,Hronská Breznica,,Slovakia,,1,5,1923,31,5,1923,1 spec.,,1,,,,,Roubal,"coll. J. Roubal in Slovenské národné múzeum, Bratislava",J. Růžička,1992,,,Sil1,,,
7702,Silphidae,Thanatophilus,sinuatus,Banská Bystrica,,Slovakia,,1,5,1934,31,5,1934,2 spec.,,2,,,,,Roubal,"coll. J. Roubal in Slovenské národné múzeum, Bratislava",J. Růžička,1992,,,Sil1,,,
7710,Silphidae,Thanatophilus,sinuatus,Motešice,,Slovakia,,1,1,1936,31,12,1936,1 spec.,,1,,,,,Roubal,"coll. J. Roubal in Slovenské národné múzeum, Bratislava",J. Růžička,1992,,,Sil1,,,
7738,Silphidae,Thanatophilus,sinuatus,Devínska Nová Ves,,Slovakia,,1,1,1941,31,12,1941,,1,1,,,,,Depta,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7035,Silphidae,Thanatophilus,sinuatus,Parkan [Štúrovo],,Slovakia,,1,7,1949,31,7,1949,1,1,2,,,,,Balthasar,Muzeum východních Čech v Hradci Králové,J. Růžička,1992,,,Sil1,,,
8201,Silphidae,Thanatophilus,sinuatus,Mikula,,Slovakia,,1,1,1950,31,12,1950,,1,1,,,,,Matina,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7996,Silphidae,Thanatophilus,sinuatus,Grav. Magura [?Oravská Magura],,Slovakia,,1,6,1954,30,6,1954,1 spec.,,1,,,,,Voříšek,J. Háva,J. Háva,1992,,,Sil1,,,
8009,Silphidae,Thanatophilus,sinuatus,Kováčovské kopce [Burda] Hills,,Slovakia,,1,5,1970,31,5,1970,1 spec.,,1,,,,,Z. Černý,Z. Černý,J. Háva,1992,,,Sil1,,,
8008,Silphidae,Thanatophilus,sinuatus,Belianske kopce Hills-Štúrovo,,Slovakia,,1,5,1971,31,5,1971,1 spec.,,1,,,,,Z. Černý,Z. Černý,J. Háva,1992,,,Sil1,,,
7977,Silphidae,Thanatophilus,sinuatus,Veľký Ruskov,,Slovakia,,1,4,1972,30,4,1972,,1,1,cadaver Cricetus cricetus,,,,Grulich,coll. I. Grulich in Moravské zemské muzeum Brno,J. Růžička,1993,,,Sil1,,,
7978,Silphidae,Thanatophilus,sinuatus,Kysta,,Slovakia,,1,4,1972,30,4,1972,1,1,2,cadaver Cricetus cricetus,,,,Grulich,coll. I. Grulich in Moravské zemské muzeum Brno,J. Růžička,1993,,,Sil1,,,
7979,Silphidae,Thanatophilus,sinuatus,Trhovište,,Slovakia,,1,4,1972,30,4,1972,2,5,7,,,,,Grulich,coll. I. Grulich in Moravské zemské muzeum Brno,J. Růžička,1993,,,Sil1,,,
7999,Silphidae,Thanatophilus,sinuatus,Zádiel,,Slovakia,,1,6,1975,30,6,1975,1 spec.,,1,,,,,J. Jurčíček,J. Jurčíček,J. Háva,1992,,,Sil1,,,
8001,Silphidae,Thanatophilus,sinuatus,Podbanské,,Slovakia,,1,8,1980,31,8,1980,1 spec.,,1,,,,,J. Jurčíček,J. Jurčíček,J. Háva,1992,,,Sil1,,,
12308,Silphidae,Thanatophilus,sinuatus,Nová Baňa,,Slovakia,,26,7,1986,3,8,1986,,1,1,,,,,V. Týr,M. Trýzna,J. Růžička,2005,,,Sil7,,,
8002,Silphidae,Thanatophilus,sinuatus,Kamenica nad Hronom,,Slovakia,,1,5,1987,31,5,1987,1 spec.,,1,,,,,J. Jurčíček,J. Jurčíček,J. Háva,1992,,,Sil1,,,
8003,Silphidae,Thanatophilus,sinuatus,Nízke Tatry Mts.,,Slovakia,,1,7,1987,31,7,1987,1 spec.,,1,,,,,J. Jurčíček,J. Jurčíček,J. Háva,1992,,,Sil1,,,
8010,Silphidae,Thanatophilus,sinuatus,Banská Bystrica env.,,Slovakia,,1,1,1987,31,12,1987,1 spec.,,1,,,,,Z. Černý,Z. Černý,J. Háva,1992,,,Sil1,,,
8007,Silphidae,Thanatophilus,sinuatus,Červená Skala,,Slovakia,,1,6,1988,30,6,1988,5 spec.,,5,,,,,Z. Černý,Z. Černý,J. Háva,1992,,,Sil1,,,
7708,Silphidae,Thanatophilus,sinuatus,"Svätý Jur env., Šúr National Nature Reserve",,Slovakia,,9,5,1932,,,,1 spec.,,1,,,,,Roubal,"coll. J. Roubal in Slovenské národné múzeum, Bratislava",J. Růžička,1992,,,Sil1,,,
7715,Silphidae,Thanatophilus,sinuatus,Harmanec,,Slovakia,,22,5,1933,,,,1 spec.,,1,,,,,Roubal,"coll. J. Roubal in Slovenské národné múzeum, Bratislava",J. Růžička,1992,,,Sil1,,,
7700,Silphidae,Thanatophilus,sinuatus,Nízke Tatry Mts.-Jasenie,,Slovakia,,12,5,1934,,,,1 spec.,,1,,,,,Roubal,"coll. J. Roubal in Slovenské národné múzeum, Bratislava",J. Růžička,1992,,,Sil1,,,
7714,Silphidae,Thanatophilus,sinuatus,Kralovany,,Slovakia,,10,5,1934,,,,1 spec.,,1,,,,,Roubal,"coll. J. Roubal in Slovenské národné múzeum, Bratislava",J. Růžička,1992,,,Sil1,,,
7698,Silphidae,Thanatophilus,sinuatus,Hronská Breznica,,Slovakia,,19,4,1935,,,,1 spec.,,1,,,,,Roubal,"coll. J. Roubal in Slovenské národné múzeum, Bratislava",J. Růžička,1992,,,Sil1,,,
7704,Silphidae,Thanatophilus,sinuatus,Zádiel,,Slovakia,,23,4,1935,,,,2 spec.,,2,,,,,Roubal,"coll. J. Roubal in Slovenské národné múzeum, Bratislava",J. Růžička,1992,,,Sil1,,,
7707,Silphidae,Thanatophilus,sinuatus,Lok,,Slovakia,,15,4,1935,,,,1 spec.,,1,,,,,Roubal,"coll. J. Roubal in Slovenské národné múzeum, Bratislava",J. Růžička,1992,,,Sil1,,,
7983,Silphidae,Thanatophilus,sinuatus,Veľká Javorina Mt.,,Slovakia,,15,7,1951,,,,1,,1,,,,,P. Lauterer,coll. P. Lauterer in Moravské zemské muzeum Brno,J. Růžička,1993,,,Sil1,,,
11205,Silphidae,Thanatophilus,sinuatus,Veľká Javorina Mt.,,Slovakia,,15,7,1951,,,,1,,1,,,,,P. Lauterer,coll. P. Lauterer in Moravské zemské muzeum Brno,J. Růžička,2002,,,Sil5,,,
7728,Silphidae,Thanatophilus,sinuatus,Kráľovský Chlmec,,Slovakia,,26,4,1955,,,,3,,3,,,,,I. Löbl,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7737,Silphidae,Thanatophilus,sinuatus,Senné,,Slovakia,,10,5,1956,,,,,1,1,,,,,Volf,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7733,Silphidae,Thanatophilus,sinuatus,Vihorlat,,Slovakia,,7,7,1958,,,,,1,1,,,,,I. Löbl,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7729,Silphidae,Thanatophilus,sinuatus,Kováčov,,Slovakia,,15,5,1958,,,,1,1,2,,,,,I. Löbl,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7735,Silphidae,Thanatophilus,sinuatus,Šintava,,Slovakia,,8,5,1959,,,,1,1,2,,,,,I. Löbl,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7730,Silphidae,Thanatophilus,sinuatus,Šintava,,Slovakia,,16,4,1959,,,,1,3,4,,,,,I. Löbl,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7732,Silphidae,Thanatophilus,sinuatus,Šintava,,Slovakia,,5,7,1959,,,,3,2,5,,,,,I. Löbl,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7731,Silphidae,Thanatophilus,sinuatus,Trstín,,Slovakia,,19,5,1959,,,,4,3,7,,,,,I. Löbl,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
8202,Silphidae,Thanatophilus,sinuatus,Bratislava,,Slovakia,,17,6,1961,,,,,1,1,,,,,Kleinert,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7748,Silphidae,Thanatophilus,sinuatus,Svätý Jur,,Slovakia,,24,8,1962,,,,,1,1,,,,,Kleinert,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7076,Silphidae,Thanatophilus,sinuatus,Slanec,,Slovakia,,16,5,1963,,,,1,,1,,,,,M. Honců,Vlastivědné muzeum v České Lípě,J. Růžička,1992,,,Sil1,,,
7742,Silphidae,Thanatophilus,sinuatus,Gabčíkovo,,Slovakia,,11,7,1964,,,,,1,1,,,,,-,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
9120,Silphidae,Thanatophilus,sinuatus,Mošovice,,Slovakia,,6,8,1969,,,,1,,1,,,,,L. Daněk,L. Daněk,J. Růžička,1996,,,Sil1,teneral,,
24153,Silphidae,Thanatophilus,sinuatus,"Kováčovské kopce Hills, Chľaba",,Slovakia,8178,11,5,1974,,,,,1,1,,,,,L. Mencl,L. Mencl (Týnec nad Labem),J. Růžička,2016,,,PC,,,
24154,Silphidae,Thanatophilus,sinuatus,Somotor,,Slovakia,7696,17,8,1974,,,,1,,1,,,,,L. Mencl,L. Mencl (Týnec nad Labem),J. Růžička,2016,,,PC,,,
22844,Silphidae,Thanatophilus,sinuatus,Štúrovo,,Slovakia,,25,7,1977,,,,,1,1,,,,,R. Fornůsek,D. Sommer (Sušice),J. Růžička,2015,,,PC,,,
22843,Silphidae,Thanatophilus,sinuatus,Štúrovo,,Slovakia,,20,6,1977,,,,2,1,3,,,,,R. Fornůsek,D. Sommer (Sušice),J. Růžička,2015,,,PC,,,
8204,Silphidae,Thanatophilus,sinuatus,Slovenský kras Karst-Turňa nad Bodvou,,Slovakia,,11,5,1979,,,,1,,1,,,,,M. Kuboň,M. Kuboň,J. Růžička,1993,,,Sil1,,,
8017,Silphidae,Thanatophilus,sinuatus,Štúrovo,,Slovakia,,15,6,1980,,,,1,,1,,,,,V. Karas,Karas,J. Růžička,1993,,,Sil1,,,
7042,Silphidae,Thanatophilus,sinuatus,Podunajská nížina Valley-Štúrovo,,Slovakia,,15,4,1984,,,,1,,1,,,,,Mikát,Muzeum východních Čech v Hradci Králové,J. Růžička,1992,,,Sil1,,,
8018,Silphidae,Thanatophilus,sinuatus,Štúrovo,,Slovakia,,11,6,1984,,,,1,,1,,,,,V. Karas,Karas,J. Růžička,1993,,,Sil1,,,
16558,Silphidae,Thanatophilus,sinuatus,Žitný ostrov-Halica [? Halice/Malice/Halica/Malica] na Ostrove,,Slovakia,,8,5,1985,,,,1,,1,cadaver Canis lupus f. familiaris,,,,O. Kapler,O. Kapler,J. Růžička,1986,,,Sil9,,,
9886,Silphidae,Thanatophilus,sinuatus,Kamenín,,Slovakia,,8,6,1988,,,,1,,1,,,,,I. Jeniš,I. Jeniš,J. Růžička,1988,,,Sil3,,,
12305,Silphidae,Thanatophilus,sinuatus,"Královský Chlmec, na vých. okraji Města pod Kamenem",,Slovakia,,5,7,1989,,,,,1,1,old sand quarry, ,,,P. Štourač,P. Štourač,J. Růžička,2005,,,Sil7,,,
13487,Silphidae,Thanatophilus,sinuatus,Kamenín,,Slovakia,8177,14,5,1989,,,,1,,1,,,,,K. Resl,K. Resl,J. Růžička,2005,,,Sil8,,,
9085,Silphidae,Thanatophilus,sinuatus,Lúka nad Váhom,,Slovakia,,28,10,1994,,,,1,,1,,,,,M. Mantič,M. Mantič,J. Růžička,1995,,,Sil1,,,
9104,Silphidae,Thanatophilus,sinuatus,Kamenica nad Hronom,,Slovakia,,30,4,1994,,,,,1,1,,,,,A. Holub,A. Holub,J. Růžička,1995,,,Sil1,,,
9112,Silphidae,Thanatophilus,sinuatus,Somotor,,Slovakia,,23,4,1994,,,,,1,1,,,,,T. Lackner,T. Lackner,J. Růžička,1995,,,Sil1,,,
9118,Silphidae,Thanatophilus,sinuatus,Horné Strháre,,Slovakia,,5,5,1995,,,,1,,1,,,,,Z. Kraus,Z. Kraus,J. Růžička,1996,,,Sil1,,,
11156,Silphidae,Thanatophilus,sinuatus,Zlatná na Ostrove,,Slovakia,8273,22,5,1995,,,,,1,1,saline soil,,,,M. Mantič,M. Mantič,J. Růžička,1996,,,Sil5,"2 km E, saline soil",,
11157,Silphidae,Thanatophilus,sinuatus,"Marcelová env., Bašov kopec Hill",,Slovakia,8275,22,5,1995,,,,1,1,2,sandbanks,,,,M. Mantič,M. Mantič,J. Růžička,1996,,,Sil5,,,
11158,Silphidae,Thanatophilus,sinuatus,Banská Bystrica,,Slovakia,7381,5,6,1996,,,,1,,1,,,,,A. Holub,A. Holub,J. Růžička,1996,,,Sil5,,,
11190,Silphidae,Thanatophilus,sinuatus,Kamenica nad Hronom,,Slovakia,,15,5,1998,,,,,1,1,,,,,A. Holub,A. Holub,J. Růžička,2002,,,Sil5,,,
11191,Silphidae,Thanatophilus,sinuatus,Plášťovce,,Slovakia,7879,10,5,1999,,,,,2,2,,,,,A. Holub,A. Holub,J. Růžička,2002,,,Sil5,,,
11189,Silphidae,Thanatophilus,sinuatus,"Malý Kamenec env., Tarbucka",,Slovakia,7696,29,6,2000,,,,,2,2,,,,,A. Holub,A. Holub,J. Růžička,2002,,,Sil5,,,
24240,Silphidae,Thanatophilus,sinuatus,"Muráň env., Javorníková dolina Valley",,Slovakia,7286,24,4,2010,,,,1,,1,bottom part,,,,S. Benedikt,V. Benedikt (Plzeň),J. Růžička,2016,,,PC,,,
7709,Silphidae,Thanatophilus,sinuatus,Komárno,,Slovakia,,NA,NA,NA,,,,4 spec.,,4,cadaver Vulpes vulpes,,,,Roubal,"coll. J. Roubal in Slovenské národné múzeum, Bratislava",J. Růžička,1992,,,Sil1,,,
7722,Silphidae,Thanatophilus,sinuatus,Bratislava-Koliba,,Slovakia,,NA,NA,NA,,,,1,,1,,,,,Roland,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7725,Silphidae,Thanatophilus,sinuatus,Bratislava-Petržalka,,Slovakia,,NA,NA,NA,,,,,1,1,,,,,Roland,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7740,Silphidae,Thanatophilus,sinuatus,Terchov,,Slovakia,,NA,NA,NA,,,,,1,1,,,,,J. Laco,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7747,Silphidae,Thanatophilus,sinuatus,Trencsén [Trenčín]-Boleso [Bolešov],,Slovakia,,NA,NA,NA,,,,,1,1,,,,,J. Laczo,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7745,Silphidae,Thanatophilus,sinuatus,Bolesó-Pého [Bolešov],,Slovakia,,NA,NA,NA,,,,2,,2,,,,,J. Laco,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7746,Silphidae,Thanatophilus,sinuatus,Bratislava,,Slovakia,,NA,NA,NA,,,,1,1,2,,,,,Laco,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7751,Silphidae,Thanatophilus,sinuatus,Mikula,,Slovakia,,NA,NA,NA,,,,2,2,4,,,,,Matina,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7727,Silphidae,Thanatophilus,sinuatus,Turčiansky Svätý Martin [Martin],,Slovakia,,NA,NA,NA,,,,1,4,5,,,,,-,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7743,Silphidae,Thanatophilus,sinuatus,Trenčianske Teplice,,Slovakia,,NA,NA,NA,,,,1,4,5,,,,,Kočí,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7724,Silphidae,Thanatophilus,sinuatus,Čeklís,,Slovakia,,NA,NA,NA,,,,5,1,6,,,,,Šlégl,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
7711,Silphidae,Thanatophilus,sinuatus,Galanta,,Slovakia,,22,4,NA,,,,1 spec.,,1,cadaver Canis lupus f. familiaris,,,,Roubal,"coll. J. Roubal in Slovenské národné múzeum, Bratislava",J. Růžička,1992,,,Sil1,,,
11164,Silphidae,Thanatophilus,sinuatus,Postojna,,Slovenia,,1,8,1947,31,8,1947,,1,1,,,,,E. Prettner,"Prirodoslovni muzej Slovenije, Ljubljana",J. Růžička,1996,,,Sil5,,,
11183,Silphidae,Thanatophilus,sinuatus,Dobrovlje Mts.-Sv. Urban,,Slovenia,,18,5,1996,19,5,1996,2,,2,,,,,J. Vávra,J. Vávra,J. Růžička,2001,,,Sil5,,,
11220,Silphidae,Thanatophilus,sinuatus,Pasica,Carniola [Kranjska],Slovenia,,17,6,1911,,,,,1,1,,,,,V. Gspan,Moravské zemské muzeum Brno,J. Růžička,2002,,,Sil5,,,
11177,Silphidae,Thanatophilus,sinuatus,Pendžikent Foré-step Steppe,,Tajikistan,,28,4,1979,,,,1,,1,,,,,J. Halda,V. Týr,J. Růžička,1999,,,Sil5,,,
11184,Silphidae,Thanatophilus,sinuatus,Jendouba-Bulla Regia,,Tunisia,,19,4,2001,,,,2,,2,,,,,M. Snížek,M. Snížek,J. Růžička,2001,,,Sil5,,,
19476,Silphidae,Thanatophilus,sinuatus,"Muradiye, Kalesi",,Turkey,,27,6,1993,,,,,1,1,,,,,Bosák,F. Angelini,J. Růžička,2010,,,PC,,,
12284,Silphidae,Thanatophilus,sinuatus,"Dereli env., Yavuzkemal env.",,Turkey,,3,7,1998,,,,1,,1,,1300,,,S. Benedikt,V. Benedikt,J. Růžička,2003,,,Sil7,,,
13528,Silphidae,Thanatophilus,sinuatus,"Karacay-Hatay env., Asi Nehri River Valley",Hatay,Turkey,,7,5,2005,,,,1,,1,,,,,K. Orszulik,"K. Orszulik, Frýdek-Místek",J. Růžička,2006,,,Sil8,,,
7716,Silphidae,Thanatophilus,sinuatus,Užhorod,Subcarpathia,Ukraine,,1,4,1930,30,4,1930,1 spec.,,1,,,,,Roubal,"coll. J. Roubal in Slovenské národné múzeum, Bratislava",J. Růžička,1992,,,Sil1,,,
13508,Silphidae,Thanatophilus,sinuatus,Charkow,,Ukraine,,1,6,1955,30,6,1955,1,,1,park,,,,Bogatschew,"Museum für Naturkunde, Berlin",J. Růžička,2005,,,Sil8,,,
13507,Silphidae,Thanatophilus,sinuatus,Charkow,,Ukraine,,20,5,1955,10,6,1955,2,,2,forest park,,,,J. P.,"Museum für Naturkunde, Berlin",J. Růžička,2005,,,Sil8,,,
15030,,Thanatophilus,sinuatus,"Kiev env., Zhytomir",,Ukraine,,1,7,2006,,,,,1,1,,,,,K. Orszulik,K. Orszulik (Frýdek-Místek),J. Růžička,2008,,,PC,,,
7067,Silphidae,Thanatophilus,sinuatus,Studenec,,,,1,5,1942,31,5,1942,1,,1,,,,,Rauš,coll. J. Volák in Muzeum východních Čech v Hradci Králové,J. Růžička,1992,,,Sil1,,,
11219,Silphidae,Thanatophilus,sinuatus,"Trieste env., Karst Plateau",,,,13,8,1921,,,,,1,1,,,,,E. Pretner,Moravské zemské muzeum Brno,J. Růžička,2002,,,Sil5,,,
9115,Silphidae,Thanatophilus,sinuatus,Divoky,,,,NA,NA,NA,,,,,1,1,,,,,-,coll. E. Jagemann Moravské zemské muzeum Brno,J. Růžička,1996,,,Sil1,,,
7750,Silphidae,Thanatophilus,sinuatus,Tesso,,,,NA,NA,NA,,,,2,,2,,,,,coll. Schrötter,"Slovenské národné múzeum, Bratislava",J. Růžička,1993,,,Sil1,,,
